"","region","district","year","pop"
"537","Upper East","Garu",2017,57340.4785962515
"538","Northern East","East Mamprusi",2017,180082.450330742
"539","Upper East","Bawku West",2017,137980.850842049
"540","Bono","Dormaa East",2017,63553.2432785518
"541","Bono","Berekum",2017,104751.158952689
"542","Bono","Jaman South",2017,105129.732334074
"543","Bono","Sunyani West",2017,132505.002827329
"544","Ahafo","Asunafo North",2017,144823.081230764
"545","Bono East","Nkoranza North",2017,53988.8590721218
"546","Bono East","Kintampo South",2017,94260.3334631845
"547","Ahafo","Tano North",2017,90363.6514364909
"548","Volta","Ketu North",2017,104162.960045271
"549","Volta","Ketu South",2017,243687.830083142
"550","Volta","Anloga",2017,90220.125546759
"551","Volta","South Tongu",2017,105221.559371406
"552","Oti","Jasikan",2017,56664.3838822059
"553","Oti","Krachi East",2017,115041.737016386
"554","Oti","Nkwanta South",2017,134401.621558798
"555","Ashanti","Afigya Kwabre North",2017,63017.4785291348
"556","Ashanti","Atwima Kwanwoma",2017,197844.99149576
"557","Ashanti","Sekyere South",2017,116588.092928346
"558","Ashanti","Sekyere East",2017,74995.5178429391
"559","Ashanti","Sekyere Central",2017,66767.4734179378
"560","Ashanti","Offinso North",2017,74698.0432031406
"561","Ashanti","Offinso",2017,132906.8755762
"562","Greater Accra","Adentan",2017,200538.186668346
"563","Bono","Dormaa Municipal",2017,108586.53644008
"564","Ashanti","Ahafo Ano South West",2017,69565.80599612
"565","Ashanti","Bekwai",2017,134211.557417713
"566","Ashanti","Bosomtwe",2017,153694.683481754
"567","Central","Ajumako-Enyan-Essiam",2017,116129.319327004
"568","Central","Gomoa West",2017,124253.08210648
"569","Ashanti","Obuasi",2017,90636.8157086596
"570","Ashanti","Kwabre East",2017,277881.400422171
"571","Ashanti","Ejura-Sekyedumase",2017,132705.161163384
"572","Ashanti","Atwima Nwabiagya",2017,210029.190710925
"573","Ashanti","Atwima Mponua",2017,148099.76859504
"574","Ashanti","Adansi South",2017,81836.1624077093
"575","Ashanti","Adansi Asokwa",2017,69853.0207610633
"576","Ashanti","Bosome Freho",2017,59506.7154004909
"577","Ashanti","Asante Mampong",2017,111840.306127378
"578","Central","Agona West",2017,124557.321726969
"579","Central","Agona East",2017,104534.447073614
"580","Central","Assin North",2017,88639.7956597637
"581","Central","Assin South",2017,100563.58916878
"582","Central","Asikuma-Odoben-Brakwa",2017,124542.825882558
"583","Central","Efutu",2017,95069.6362269837
"584","Central","Gomoa East",2017,346162.748314852
"585","Central","Abura-Asebu-Kwamankese",2017,112154.491489377
"586","Western","Jomoro",2017,121880.703654019
"587","Western","Ellembelle",2017,116186.583817619
"588","Western","Prestea-Huni Valley",2017,222610.024661246
"589","Western","Ahanta West",2017,147197.523618747
"590","Western","Nzema East",2017,93884.980010231
"591","Western","Tarkwa-Nsuaem",2017,207833.338525786
"592","Western North","Sefwi-Akontombra",2017,65052.1824587956
"593","Eastern","Akyemansa",2017,87940.8953616004
"594","Eastern","Kwahu South",2017,90947.620617209
"595","Eastern","Asene Manso Akroso",2017,73155.6493608207
"596","Eastern","Upper Manya-Krobo",2017,69044.5127566382
"597","Eastern","Achiase",2017,45687.0546361357
"598","Eastern","Okere",2017,49494.0304316729
"599","Eastern","Yilo-Krobo",2017,121138.705851248
"600","Eastern","Atiwa West",2017,57762.3246466257
"601","Eastern","New Juaben North",2017,81741.4885500949
"602","Eastern","Fanteakwa North",2017,58785.5534990449
"603","Eastern","Birim North",2017,79271.9730677493
"604","Eastern","Asuogyaman",2017,98787.8052834822
"605","Eastern","Kwahu East",2017,68103.5118188113
"606","Eastern","Kwahu West",2017,137180.603436504
"607","Western North","Bibiani-Anhwiaso-Bekwai",2017,160651.972202096
"608","Central","Upper Denkyira East",2017,99104.4748927308
"609","Ashanti","Amansie Central",2017,87930.486011399
"610","Ashanti","Amansie South",2017,109557.265087941
"611","Central","Upper Denkyira West",2017,94284.7868135981
"612","Central","Komenda-Edna-Eguafo-Abirem",2017,159782.537702804
"613","Western North","Sefwi-Wiawso",2017,145483.757741209
"614","Ahafo","Asunafo South",2017,89754.2725814208
"615","Bono East","Nkoranza South",2017,110531.663870628
"616","Savannah","Bole",2017,111296.122898997
"617","Eastern","Lower-Manya Krobo",2017,110728.494487552
"618","Bono East","Kintampo North",2017,127427.638675872
"619","Bono East","Atebubu-Amanten",2017,139817.757468504
"620","Northern","Kpandai",2017,85190.1022884138
"621","Oti","Nkwanta North",2017,118925.84521091
"622","Oti","Biakoye",2017,68315.9636042211
"623","Savannah","Central Gonja",2017,133777.112783752
"624","Bono East","Pru West",2017,45501.9008470792
"625","Northern","Savelugu",2017,116136.305028981
"626","Northern","Karaga",2017,121515.516178176
"627","Savannah","East Gonja",2017,154431.779470906
"628","Volta","South Dayi",2017,54543.2232264653
"629","Upper West","Wa East",2017,90627.2331439648
"630","Northern","Saboba",2017,92719.2057086844
"631","Northern","Gushiegu",2017,142500.886447486
"632","Northern","Nanumba North",2017,154677.948761655
"633","Northern","Nanumba South",2017,130835.598555813
"634","Bono","Wenchi",2017,118983.314673553
"635","Ahafo","Tano South",2017,84280.4569589067
"636","Bono","Sunyani Municipal",2017,186002.174523659
"637","Ashanti","Asante Akim South",2017,116474.198064931
"638","Greater Accra","Ada East",2017,75844.9088184284
"639","Greater Accra","Shai-Osudoku",2017,102542.664515862
"640","Greater Accra","Ada West",2017,70372.6456344929
"641","Greater Accra","Ningo Prampram",2017,206512.13651773
"642","Bono East","Techiman North",2017,89113.6662692651
"643","Bono","Banda",2017,27769.0339911506
"644","Bono","Jaman North",2017,114201.530680191
"645","Bono","Tain",2017,109889.267548591
"646","Ashanti","Sekyere Kumawu",2017,61255.1960676266
"647","Ashanti","Sekyere Afram Plains",2017,33871.234338087
"648","Ashanti","Asante Akim North",2017,82265.0115506453
"649","Ashanti","Asante Akim Central",2017,88549.5197872464
"650","Ashanti","Juaben",2017,58134.9464202318
"651","Greater Accra","La-Dade-Kotopon",2017,136427.81049582
"652","Western North","Aowin",2017,126297.503248489
"653","Western North","Suaman",2017,37697.1646538507
"654","Western North","Bia East",2017,50728.4760259632
"655","Western North","Bia West",2017,105034.367220819
"656","Western North","Bodi",2017,63169.3341773544
"657","Western North","Juaboso",2017,94733.0996337235
"658","Western","Shama",2017,113919.462958321
"659","Western","Wassa East",2017,98660.2682272727
"660","Western","Mpohor",2017,48357.1810550336
"661","Western","Wassa Amenfi West",2017,127217.588214172
"662","Western","Wassa Amenfi Central",2017,130112.545011576
"663","Central","Mfantsiman",2017,151288.907322932
"664","Central","Ekumfi",2017,70799.528870929
"665","Central","Twifo-Hemang Lower Denkyira",2017,64395.8660832681
"666","Central","Twifo-Ati-Mokwa",2017,97083.179813588
"667","Central","Awutu Senya",2017,158975.350159889
"668","Greater Accra","La-Nkwantanang-Madina",2017,260286.051909789
"669","Greater Accra","Ga East",2017,305689.925740141
"670","Western","Wassa Amenfi East",2017,155760.179620517
"671","Central","Gomoa Central",2017,64328.8092885427
"672","Central","Assin Foso",2017,77521.9510220904
"673","Greater Accra","Ayawaso West",2017,92377.6790378913
"674","Greater Accra","Ga West",2017,320953.823756298
"675","Oti","Krachi West",2017,56763.5654701348
"676","Oti","Krachi Nchumuru",2017,77050.9623516314
"677","Volta","Agortime-Ziope",2017,37973.2226305455
"678","Volta","Adaklu",2017,39711.0210787579
"679","Volta","Akatsi South",2017,89907.20757965
"680","Volta","Akatsi North",2017,30307.5376979094
"681","Volta","Ho",2017,169074.071110744
"682","Volta","Hohoe",2017,109964.470854115
"683","Volta","Ho West",2017,81392.0417251494
"684","Volta","Afadjato South",2017,71732.2076404896
"685","Volta","North Dayi",2017,36215.2247203551
"686","Volta","Kpando",2017,57059.0086963996
"687","Volta","North Tongu",2017,107609.812544398
"688","Volta","Central Tongu",2017,76874.6556108855
"689","Eastern","Nsawam-Adoagyiri",2017,146874.603238568
"690","Greater Accra","Ga Central",2017,271619.679241925
"691","Eastern","Akwapim South",2017,56293.4780561961
"692","Eastern","Denkyembour",2017,74531.0913948659
"693","Eastern","Kwaebibirem",2017,116887.595297616
"694","Eastern","Afram Plains South",2017,69807.5562358722
"695","Eastern","Kwahu North",2017,64588.9039300899
"696","Eastern","Suhum",2017,123630.364365982
"697","Eastern","Ayensuano",2017,89356.2550354656
"698","Eastern","East Akim - Abuakwa South",2017,71846.0669396147
"699","Eastern","Upper West Akim",2017,84970.1884451751
"700","Eastern","West Akim",2017,120488.41111573
"701","Bono","Dormaa West",2017,45332.9866811763
"702","Upper West","Nadowli-Kaleo",2017,73844.2403799398
"703","Upper West","Daffiama-Bussie-Issa",2017,37707.8981527425
"704","Upper West","Lawra",2017,56230.5083864955
"705","Upper West","Nandom",2017,51559.131535911
"706","Upper East","Talensi",2017,84029.6345074773
"707","Upper East","Nabdam",2017,43239.3035692126
"708","Upper East","Builsa South",2017,35800.8866653759
"709","Upper East","Builsa North",2017,54110.2229651143
"710","Upper East","Binduri",2017,67718.3787241206
"711","Upper East","Pusiga",2017,76831.4998255074
"712","Upper East","Bawku Municipal",2017,120129.796738857
"713","Savannah","West Gonja",2017,63216.8752209358
"714","Northern","Mion",2017,94686.3815469649
"715","Northern","Yendi",2017,146795.280412441
"716","Northern","Tolon",2017,119971.019602139
"717","Northern","Kumbungu",2017,101373.008800844
"718","Northern East","West Mamprusi",2017,170117.902453599
"719","Northern East","Mamprugu-Moagduri",2017,66052.0309164152
"720","Northern","Zabzugu",2017,80262.9879459124
"721","Northern","Tatale-Sangule",2017,72051.8794426285
"722","Bono East","Sene East",2017,69106.1846815827
"723","Bono East","Sene West",2017,69024.4454390975
"724","Ahafo","Asutifi North",2017,71798.8232448176
"725","Ashanti","Ahafo Ano North",2017,87379.9588038903
"726","Ahafo","Asutifi South",2017,69216.9225921333
"727","Bono East","Techiman Municipal",2017,248144.751239967
"728","Savannah","North Gonja",2017,58958.5782762654
"729","Greater Accra","Tema West",2017,209521.687732192
"730","Greater Accra","Ashaiman",2017,205306.627369821
"731","Greater Accra","Kpone-Katamanso",2017,412407.136128882
"732","Upper East","Tempane",2017,94022.7637566924
"733","Upper East","Bolgatanga East",2017,41545.2273223531
"734","Northern East","Bunkpurugu -Nakpanduri",2017,79549.7277572863
"735","Savannah","North-East Gonja",2017,37616.3266650103
"736","Northern","Nanton",2017,45474.4469026802
"737","Bono","Berekum West",2017,43197.4030056633
"738","Bono East","Pru",2017,112111.713877554
"739","Eastern","Fanteakwa South",2017,48689.6707102619
"740","Eastern","New Juaben South",2017,133678.345282353
"741","Eastern","Akwapim North",2017,95379.8869193792
"742","Volta","Keta",2017,77145.3897034507
"743","Ashanti","Adansi Akrofuom",2017,46653.7490545139
"744","Ashanti","Adansi North",2017,51645.5362047795
"745","Ashanti","Obuasi East",2017,102955.370096877
"746","Ashanti","Amansie West",2017,104553.875114967
"747","Ashanti","Atwima Nwabiagya North",2017,128053.644777748
"748","Ashanti","Oforikrom",2017,208124.380328342
"749","Ashanti","Old Tafo",2017,111285.873082638
"750","Ashanti","Asokwa",2017,127646.784809105
"751","Greater Accra","Ayawaso East",2017,50035.9139204025
"752","Greater Accra","Ayawaso North",2017,61727.3476448059
"753","Greater Accra","Ayawaso Central",2017,89965.1634540558
"754","Ashanti","Kwadaso",2017,145802.617163666
"755","Ashanti","Suame",2017,142524.473527431
"756","Ashanti","Asokore Mampong",2017,179118.107437156
"757","Ashanti","Afigya Kwabre South",2017,213897.063477404
"758","Ashanti","Ejisu",2017,176580.181979173
"759","Ashanti","Ahafo Ano South East",2017,55697.5882536527
"760","Greater Accra","Korle-Klottey",2017,66785.5090771392
"761","Greater Accra","Ablekuma West",2017,137018.909073353
"762","Greater Accra","Ablekuma Central",2017,167034.89072001
"763","Greater Accra","Krowor",2017,132887.43294622
"764","Greater Accra","Ga North",2017,265157.385625277
"765","Greater Accra","Weija-Gbawe",2017,196047.163083146
"766","Greater Accra","Ablekuma North",2017,145509.636693954
"767","Eastern","Birim south",2017,45957.2318671662
"768","Eastern","Birim Central",2017,69196.7280057836
"769","Eastern","Abuakwa North",2017,85673.9830343947
"770","Eastern","Atiwa East",2017,64773.4628587961
"771","Central","Awutu Senya East",2017,216983.010577768
"772","Oti","Kadjebi",2017,69114.7513810117
"773","Ashanti","Kumasi",2017,444159.400555421
"774","Greater Accra","Tema",2017,141684.135492645
"775","Greater Accra","Ga South",2017,313629.13363155
"776","Western","Sekondi-Takoradi",2017,231885.988851831
"777","Western","Effia-Kwesimintsim",2017,172236.068140376
"778","Northern","Sagnarigu",2017,275961.70214803
"779","Northern","Tamale",2017,417431.689993402
"780","Central","Cape Coast",2017,184278.490979802
"781","Greater Accra","Accra Metro",2017,276062.346165929
"782","Greater Accra","Okai Koi North",2017,152969.459201932
"783","Oti","Guan District",2017,27082.7421656493
"784","Greater Accra","Ledzokuku",2018,198006.305484273
"785","Northern East","Chereponi",2018,85953.9808518216
"786","Upper West","Wa Municipal",2018,196194.778260245
"787","Upper West","Jirapa",2018,88597.9475739696
"788","Upper West","Sissala West",2018,62611.1980314739
"789","Upper West","Lambussie",2018,47879.1270752233
"790","Upper East","Bolgatanga Municipal",2018,136585.882295476
"791","Upper East","Bongo",2018,119183.661044739
"792","Upper East","Kasena-Nankana West",2018,79860.7750110282
"793","Upper West","Wa West",2018,88544.645231057
"794","Savannah","Sawla-Tuna-Kalba",2018,114194.767566238
"795","Upper West","Sissala East",2018,79368.1642542584
"796","Upper East","Kasena-Nankana",2018,105023.688803958
"797","Northern East","Yunyoo-Nasuan",2018,56984.9244428575
"798","Upper East","Garu",2018,58537.1671938952
"799","Northern East","East Mamprusi",2018,183963.051053576
"800","Upper East","Bawku West",2018,140938.211320915
"801","Bono","Dormaa East",2018,64928.7376398295
"802","Bono","Berekum",2018,107000.007759901
"803","Bono","Jaman South",2018,107374.872673651
"804","Bono","Sunyani West",2018,135333.767507409
"805","Ahafo","Asunafo North",2018,147923.081602659
"806","Bono East","Nkoranza North",2018,55140.2461819025
"807","Bono East","Kintampo South",2018,96304.6015778156
"808","Ahafo","Tano North",2018,92297.614129385
"809","Volta","Ketu North",2018,106398.372108813
"810","Volta","Ketu South",2018,248912.596230721
"811","Volta","Anloga",2018,92151.798931431
"812","Volta","South Tongu",2018,107484.251618382
"813","Oti","Jasikan",2018,57867.9188539907
"814","Oti","Krachi East",2018,117508.432490811
"815","Oti","Nkwanta South",2018,137268.811893765
"816","Ashanti","Afigya Kwabre North",2018,64363.6954396963
"817","Ashanti","Atwima Kwanwoma",2018,202099.18735381
"818","Ashanti","Sekyere South",2018,119092.831590641
"819","Ashanti","Sekyere East",2018,76607.0489990562
"820","Ashanti","Sekyere Central",2018,68187.3440064564
"821","Ashanti","Offinso North",2018,76280.1633851165
"822","Ashanti","Offinso",2018,135750.671992138
"823","Greater Accra","Adentan",2018,204834.10478675
"824","Bono","Dormaa Municipal",2018,110909.727103467
"825","Ashanti","Ahafo Ano South West",2018,71077.9913214184
"826","Ashanti","Bekwai",2018,137087.720125049
"827","Ashanti","Bosomtwe",2018,156995.433096995
"828","Central","Ajumako-Enyan-Essiam",2018,118626.26996926
"829","Central","Gomoa West",2018,126915.944602743
"830","Ashanti","Obuasi",2018,92572.8057008144
"831","Ashanti","Kwabre East",2018,283856.750480849
"832","Ashanti","Ejura-Sekyedumase",2018,135547.824867313
"833","Ashanti","Atwima Nwabiagya",2018,214570.498788593
"834","Ashanti","Atwima Mponua",2018,151237.000906259
"835","Ashanti","Adansi South",2018,83589.3322935738
"836","Ashanti","Adansi Asokwa",2018,71346.5390083399
"837","Ashanti","Bosome Freho",2018,60788.794752555
"838","Ashanti","Asante Mampong",2018,114231.81407135
"839","Central","Agona West",2018,127198.948957697
"840","Central","Agona East",2018,106786.43209305
"841","Central","Assin North",2018,90499.8386568408
"842","Central","Assin South",2018,102718.724178348
"843","Central","Asikuma-Odoben-Brakwa",2018,127194.794112002
"844","Central","Efutu",2018,97100.5327138994
"845","Central","Gomoa East",2018,353547.381718317
